user_id,click_top20,like_top20
892,"663,744,219,10,214,715,65,6,85,670,274,612,16,207,187,114,644,1,604,98","663,744,214,219,715,65,10,6,187,644,274,114,670,85,749,16,612,61,98,604"
893,"318,69,542,306,455,920,791,86,874,264,877,909,323,950,292,517,316,39,377,502","318,69,542,377,306,323,791,455,86,264,39,292,920,289,874,185,516,513,1015,316"
894,"49,98,377,190,247,105,52,63,185,168,69,337,172,65,68,318,146,117,128,243","49,98,377,190,63,247,105,52,69,185,168,337,65,172,318,146,68,243,128,433"
895,"532,500,51,353,244,351,4,789,30,105,506,733,1201,222,21,274,332,832,291,69","532,500,51,353,244,351,4,789,30,105,506,733,1201,222,21,332,291,274,832,69"
896,"532,542,5,407,500,238,51,232,534,318,734,455,832,244,316,516,733,525,264,513","542,532,407,5,500,238,232,534,51,318,734,832,455,244,264,861,940,733,502,316"
897,"265,284,327,897,196,135,318,185,41,382,128,125,146,510,121,892,983,466,45,6","265,284,327,135,318,185,382,510,41,897,196,466,384,1529,146,222,128,983,125,42"
898,"39,105,135,247,129,168,52,49,185,245,93,382,670,260,117,1,172,69,41,128","39,105,135,247,129,49,185,168,52,93,69,245,670,382,114,51,128,1,41,45"
899,"34,42,370,16,51,28,21,90,85,219,438,799,401,515,106,336,176,610,168,124","34,42,370,16,51,28,21,85,90,219,438,799,401,515,106,336,176,610,168,178"
900,"500,532,832,506,306,135,382,51,318,44,284,39,455,510,69,24,5,322,536,168","500,532,506,135,832,306,44,382,39,318,24,247,284,51,168,510,52,69,129,322"
901,"532,51,5,734,4,185,353,238,135,500,39,219,41,940,316,542,382,789,274,61","532,51,5,734,4,238,353,185,500,39,135,219,41,316,940,542,789,274,244,536"
902,"532,22,238,500,69,832,734,44,536,322,612,185,4,995,51,219,30,318,525,105","532,22,238,500,832,44,69,536,734,318,525,185,30,995,612,4,322,51,316,264"
903,"44,260,1233,247,86,39,407,534,68,52,129,49,377,245,273,547,168,93,257,337","44,1233,260,86,247,534,257,407,273,39,68,832,547,500,337,52,373,436,245,530"
904,"1019,215,1229,588,665,712,1102,218,644,667,58,1150,156,556,759,377,433,714,206,212","1019,215,1229,588,665,1102,712,218,644,1150,667,556,156,58,759,377,841,433,212,206"
905,"214,61,128,93,644,219,670,156,734,529,211,187,39,6,274,247,435,129,79,513","214,61,128,93,644,219,670,734,187,39,529,211,156,6,274,247,129,435,79,513"
906,"190,61,114,734,98,63,161,278,41,6,513,274,45,5,125,128,172,152,219,218","190,61,114,734,98,63,278,161,6,41,45,274,125,513,128,218,152,219,5,187"
907,"128,421,24,52,663,49,744,214,27,10,93,6,210,218,200,168,23,98,715,245","128,421,24,52,663,49,744,214,27,10,93,6,210,218,168,200,23,245,98,715"
908,"377,98,133,278,539,45,65,125,93,218,219,128,49,715,105,214,744,245,6,663","377,98,133,93,65,45,125,105,49,539,128,245,278,24,168,219,218,6,185,744"
909,"1,421,339,670,612,24,44,663,630,185,260,129,1159,68,39,1254,10,168,245,532","1,612,421,670,339,663,24,185,44,129,39,1159,260,10,630,214,210,245,168,125"
910,"415,429,3,28,10,1529,438,116,418,7,421,40,106,42,727,420,800,150,426,470","429,10,28,415,3,1529,438,421,106,40,7,42,116,418,800,157,727,265,420,1110"
911,"387,28,421,218,425,715,129,800,41,1,98,59,135,169,151,113,1529,91,284,647","387,28,218,421,715,425,129,41,98,59,800,1,113,135,151,169,647,91,1529,284"
912,"135,382,105,506,85,117,767,24,247,168,207,129,245,16,41,8,51,274,421,39","135,506,105,382,85,767,117,247,24,168,207,245,129,16,8,351,274,142,516,41"
913,"187,588,715,712,211,161,587,190,61,65,278,45,210,125,128,214,756,133,6,206","187,588,715,712,161,211,190,61,587,278,65,210,45,125,128,214,133,6,27,756"
914,"1,435,487,767,154,42,260,1107,1467,135,105,237,612,49,200,744,125,547,1159,27","1,435,487,767,154,42,135,260,1107,105,612,237,27,125,49,1467,744,200,382,45"
915,"539,513,61,156,323,278,377,238,252,897,542,529,734,776,39,134,65,79,218,407","539,61,513,377,278,156,323,238,39,542,734,897,252,65,529,79,218,45,407,776"
916,"670,23,6,1,129,24,27,45,105,117,207,65,49,435,169,8,93,41,68,382","670,1,23,6,129,24,117,105,27,45,207,65,49,169,435,8,382,41,93,68"
917,"247,1,105,435,52,39,128,125,185,65,135,98,6,663,322,27,245,69,23,260","247,1,105,52,435,39,128,125,65,135,185,245,98,6,260,27,23,133,663,85"
918,"28,86,167,133,284,39,281,897,245,439,391,65,151,433,69,34,105,121,128,892","28,86,167,281,284,39,133,439,897,245,391,151,65,417,69,121,105,433,34,892"
919,"1467,24,670,429,8,247,487,382,178,1159,260,1116,16,435,128,40,6,800,274,48","1467,24,670,8,247,429,487,178,382,1159,1116,260,16,128,435,6,274,40,20,800"
920,"734,69,5,318,244,190,114,98,539,516,377,185,93,105,51,41,407,323,172,316","734,69,5,318,244,516,190,377,114,185,98,105,539,93,51,41,323,407,316,172"
921,"39,65,152,45,670,41,1,28,61,210,435,214,10,539,744,165,8,438,588,421","39,65,152,45,41,670,1,28,61,10,435,210,438,165,214,539,744,421,8,663"
922,"897,157,377,211,65,167,118,125,128,45,715,149,670,210,214,238,27,195,435,513","897,157,377,211,167,65,118,125,128,45,715,149,670,210,214,195,27,238,75,435"
923,"291,21,185,41,382,317,353,51,5,789,169,1201,165,506,274,16,172,85,14,8","291,21,185,506,382,165,317,41,169,51,383,353,1201,5,789,172,16,85,274,14"
924,"24,105,260,49,1,172,93,670,316,421,306,42,69,23,274,27,435,40,318,165","24,105,260,49,1,172,93,670,316,421,306,42,69,23,274,435,27,40,318,165"
925,"391,51,46,610,208,219,15,172,135,9,6,23,28,65,274,45,284,42,128,125","391,51,219,610,46,208,15,6,172,23,135,274,65,9,45,734,128,125,61,114"
926,"219,34,61,69,513,65,135,172,105,39,23,93,382,789,185,407,125,244,117,49","219,61,34,513,69,65,172,135,105,39,23,93,789,185,407,125,382,244,49,117"
927,"383,139,891,232,516,244,687,370,41,51,794,506,942,324,733,332,14,169,557,881","383,139,891,232,516,244,41,687,370,51,794,506,942,733,332,324,14,169,557,567"
928,"662,322,421,48,630,1107,42,168,796,245,1467,129,339,382,135,110,1099,171,612,1349","322,421,662,48,630,1107,42,168,1467,245,129,339,796,135,382,612,171,1099,110,1349"
929,"1110,45,133,93,161,97,714,61,278,377,24,168,124,721,204,612,151,776,841,601","1110,45,133,161,714,93,97,61,278,377,721,24,168,124,204,612,841,151,776,738"
930,"377,157,79,327,63,24,265,69,256,114,906,530,211,318,185,190,433,897,123,435","157,377,327,79,265,24,256,906,63,530,69,114,318,123,897,211,433,185,195,190"
931,"154,612,767,97,1,719,237,175,106,1159,435,634,207,995,598,27,601,46,717,771","154,612,767,97,1,719,175,237,106,1159,634,435,207,598,995,46,717,601,27,771"
932,"247,52,168,39,260,185,135,49,670,1,68,93,69,382,117,128,284,125,435,281","247,52,39,168,260,185,135,49,670,1,68,93,69,382,117,284,128,316,125,281"
933,"28,39,284,172,382,281,86,245,52,247,117,69,438,185,114,306,124,152,260,5","28,284,39,172,382,281,245,86,52,247,117,185,69,438,306,51,260,5,114,124"
934,"383,21,535,370,177,826,25,167,704,34,1593,582,317,130,1385,1313,76,891,391,1334","383,21,535,370,177,826,25,167,704,34,1593,582,130,317,1385,76,1313,891,391,475"
935,"344,317,1146,291,327,516,1201,238,44,496,316,61,734,245,172,244,320,844,377,288","1146,317,344,327,291,238,61,320,1201,844,516,44,734,496,172,245,490,316,897,288"
936,"513,5,542,734,353,59,238,190,161,172,34,539,93,149,809,98,515,278,63,288","513,5,59,734,190,542,161,238,149,539,172,353,93,63,98,34,515,809,433,278"
937,"278,776,529,734,377,252,644,323,210,539,120,79,620,897,274,1015,23,219,189,744","278,734,529,776,377,644,210,252,539,323,79,120,274,620,897,23,219,27,744,1015"
938,"382,51,135,117,185,5,222,16,21,177,85,169,172,516,506,244,8,207,353,14","382,51,135,185,117,5,222,16,21,85,177,516,169,172,244,8,506,353,207,14"
939,"612,322,339,995,44,663,185,536,734,105,1,219,278,39,421,22,274,51,65,316","612,995,322,663,339,44,734,185,219,536,278,105,1,39,274,65,421,377,22,1242"
940,"513,734,5,264,288,190,278,232,114,133,98,920,4,534,316,532,539,1151,377,861","513,734,5,264,190,133,114,288,98,232,316,278,4,539,377,534,920,274,1151,532"
941,"318,455,525,4,306,500,791,520,264,69,832,44,373,733,909,542,874,436,316,518","318,69,791,525,4,542,455,264,306,238,500,353,407,44,316,516,520,39,534,86"
942,"281,68,245,24,260,530,284,129,135,40,28,382,438,117,42,39,510,185,86,1","281,68,245,24,284,260,530,135,129,382,40,28,438,117,42,185,39,510,1,306"
943,"382,168,42,284,1107,117,383,129,1,418,105,106,247,421,39,41,548,49,175,10","382,168,42,284,117,129,1107,383,105,1,247,41,39,49,106,421,548,10,260,93"
944,"532,500,4,734,353,238,244,789,135,832,536,247,306,219,455,41,407,382,24,129","500,532,734,238,353,244,4,789,832,536,135,264,455,219,247,407,513,306,41,733"
945,"124,41,28,165,149,382,712,114,34,27,59,169,245,588,52,281,42,90,61,39","124,41,149,28,165,382,712,114,588,27,59,169,245,34,52,61,85,39,281,515"
946,"421,219,663,27,744,45,612,23,85,274,105,125,382,6,97,128,65,207,767,129","421,219,27,663,45,382,23,105,274,85,125,6,744,154,128,65,612,51,129,97"
947,"42,169,14,20,117,8,383,382,184,793,10,106,172,1299,85,16,178,176,643,207","42,169,383,382,14,117,8,184,106,20,1299,178,175,172,10,85,793,135,222,16"
948,"10,278,587,759,339,647,1,742,312,204,771,7,216,1242,105,8,1019,645,215,532","10,278,587,759,647,742,1,339,312,204,771,7,8,105,216,1019,645,215,113,1242"
949,"187,87,1076,219,1102,844,976,274,1675,648,312,85,892,39,971,1110,247,127,1134,16","187,87,1076,219,1102,976,844,274,1675,648,85,312,971,1110,892,39,1134,127,247,16"
950,"278,433,529,87,539,238,59,218,715,120,620,93,203,215,152,196,741,210,69,644","278,433,539,529,87,59,218,93,238,152,715,69,45,79,125,210,196,265,128,542"
951,"734,5,940,274,10,238,278,610,27,41,604,45,15,69,105,61,65,23,332,6","734,5,274,10,278,41,27,45,65,61,105,238,6,23,69,135,114,940,185,39"
952,"41,244,4,39,353,24,789,318,247,274,525,1201,169,733,44,281,260,306,8,232","41,244,4,39,353,24,789,318,247,274,525,1201,169,733,281,44,306,260,232,436"
953,"24,670,39,1,129,435,185,128,65,10,27,6,382,23,51,61,377,734,214,190","24,670,39,1,129,435,185,128,65,10,27,6,382,23,377,61,51,734,214,190"
954,"105,1,247,245,185,382,68,274,6,169,16,8,178,42,27,548,65,421,93,219","105,245,247,185,1,382,274,6,169,16,68,8,178,42,27,65,548,93,421,219"
955,"172,712,42,247,190,68,260,135,105,39,148,1,429,8,568,106,140,530,1229,53","172,42,712,247,68,190,260,135,105,39,148,1,429,530,8,106,568,140,1229,177"
956,"39,1,274,670,85,219,6,117,284,128,421,260,114,5,172,16,190,322,506,61","39,1,274,670,219,85,6,117,128,284,114,421,260,172,5,190,16,61,322,28"
957,"306,110,44,68,505,1233,318,52,220,39,135,455,185,316,909,1903,154,195,382,426","306,110,44,68,1233,505,52,318,39,135,220,185,316,455,195,547,382,909,154,1903"
958,"612,744,44,995,421,68,85,214,168,45,377,210,274,125,1233,500,1242,128,276,27","612,44,744,421,68,995,85,500,168,276,274,1233,377,45,214,1242,525,318,125,210"
959,"438,281,157,93,49,40,168,149,165,24,41,245,190,382,133,105,892,539,306,52","438,93,157,49,281,168,149,40,24,165,190,41,245,133,105,539,382,98,52,892"
960,"260,168,247,506,39,510,316,284,530,117,318,85,44,337,276,42,86,421,500,384","168,260,247,506,39,284,510,316,530,117,318,42,85,44,276,86,421,337,500,172"
961,"353,534,518,5,500,920,734,318,513,232,70,244,791,867,288,264,516,455,733,502","353,534,518,920,500,70,232,318,5,513,734,867,288,791,502,244,264,733,455,877"
962,"245,185,49,284,68,316,306,117,318,172,382,69,28,506,510,41,133,114,670,44","245,185,49,284,316,68,306,318,117,69,172,382,28,506,510,41,133,44,525,670"
963,"274,211,39,260,169,214,756,337,318,789,353,44,542,58,515,281,1019,714,28,243","274,260,39,211,169,214,337,756,318,281,789,44,353,58,515,542,28,42,714,243"
964,"51,5,41,734,39,353,172,789,274,318,6,49,24,129,168,93,247,351,190,291","51,5,41,39,734,172,353,274,789,168,24,129,6,49,506,222,247,291,93,52"
965,"42,284,382,124,106,421,129,154,281,135,172,27,117,39,175,41,93,128,125,6","42,284,382,124,106,421,129,154,281,135,172,27,117,39,175,128,93,41,125,6"
966,"306,44,4,86,501,445,455,1233,909,530,260,796,327,316,506,39,507,1245,247,185","306,501,445,4,86,44,455,1233,909,796,530,327,506,1245,260,507,2037,316,526,284"
967,"789,353,364,516,332,1201,232,1151,867,318,513,455,1136,333,5,509,288,284,1163,471","789,353,332,516,364,513,1201,867,232,318,1151,5,455,333,1136,284,509,515,658,288"
968,"39,49,93,129,69,24,168,65,125,45,128,274,670,61,152,6,23,85,41,318","39,49,93,129,69,24,168,65,125,45,128,274,670,61,152,6,23,318,85,41"
969,"129,260,49,117,185,93,172,281,382,68,284,41,28,152,670,128,133,85,125,114","129,260,49,117,185,172,281,93,382,68,284,28,41,670,152,1,128,85,125,133"
970,"1146,515,80,317,61,897,1227,291,529,535,165,117,344,327,124,41,90,538,120,243","1146,515,80,61,317,897,1227,529,291,535,165,117,124,327,344,41,90,538,120,620"
971,"556,529,134,98,190,238,1119,647,587,703,59,841,187,196,93,211,152,665,79,565","556,529,98,134,190,238,1119,647,587,59,93,152,703,187,196,211,79,841,289,665"
972,"219,45,27,10,663,65,125,128,670,744,1,23,210,6,421,39,274,114,24,247","1,670,45,219,27,247,10,24,39,421,125,663,65,128,129,52,744,23,135,274"
973,"382,117,284,281,85,172,506,40,1,16,222,247,185,260,178,125,670,10,184,291","382,117,284,281,85,172,506,40,1,222,16,247,185,260,178,670,125,184,53,510"
974,"247,105,23,52,85,24,129,114,1,133,39,744,27,274,190,219,245,168,207,41","247,23,114,133,744,105,85,715,190,52,27,129,24,219,61,274,39,1,211,663"
975,"1110,58,168,245,421,387,217,23,106,195,434,91,59,720,151,149,42,196,41,840","1110,58,168,245,421,387,217,106,195,23,434,91,720,151,59,149,840,42,196,634"
976,"238,542,532,69,244,407,4,500,51,264,940,861,232,520,516,288,350,867,534,1713","238,542,69,532,244,500,264,516,407,4,232,51,861,288,534,520,350,950,940,185"
977,"435,210,995,1,218,200,219,247,487,176,767,98,105,756,185,421,1271,322,643,49","435,210,995,1,218,219,200,247,487,176,767,105,98,185,756,421,643,322,1271,604"
978,"377,44,316,791,337,260,39,510,244,351,500,245,247,264,274,52,129,69,68,353","316,377,44,791,337,39,260,510,351,244,500,247,245,52,274,264,129,69,168,68"
979,"61,187,114,63,93,98,49,211,6,712,529,734,218,588,23,127,151,278,156,433","61,187,114,63,93,98,49,211,6,529,712,734,218,588,127,23,278,156,151,433"
980,"10,421,27,15,734,610,135,154,382,23,105,274,322,114,61,339,670,24,612,278","10,421,27,734,15,135,610,23,382,154,105,274,114,61,322,670,24,339,278,612"
981,"1,487,24,276,168,169,23,1349,560,382,42,142,176,45,200,10,27,39,49,634","1,487,24,168,276,169,23,382,42,45,1349,560,27,10,39,142,176,49,200,506"
982,"382,383,135,506,42,284,172,10,421,40,168,281,24,548,106,41,165,1257,1107,1","382,135,383,42,506,284,10,172,421,168,24,40,281,548,41,106,165,1,51,11"
983,"738,515,739,20,643,742,425,677,756,712,206,208,809,190,865,161,23,149,587,387","738,739,515,643,20,742,677,756,425,712,206,865,809,161,587,190,644,208,149,23"
984,"111,1110,387,157,712,548,720,24,45,383,106,214,644,169,417,714,663,207,219,184","1110,111,387,157,712,548,720,24,45,383,106,214,169,644,207,714,663,219,184,417"
985,"161,377,274,24,105,245,712,168,539,172,265,69,97,59,117,1,185,215,1229,16","161,377,274,105,24,245,712,168,539,172,265,69,97,59,117,1,185,215,16,1229"
986,"940,1167,1524,22,861,2029,854,2,532,1847,832,312,781,2329,350,15,520,950,295,924","940,22,1524,532,1167,861,832,2,854,2029,520,1847,350,15,339,950,2329,238,1106,4"
987,"42,41,382,6,124,383,135,34,425,85,28,168,16,24,222,643,8,568,49,93","42,382,41,6,124,383,135,28,34,425,168,85,222,16,24,568,8,643,49,397"
988,"6,125,207,65,274,117,41,8,712,219,247,190,24,93,218,98,1,744,187,172","6,125,207,65,274,117,41,8,712,247,219,24,190,93,1,218,98,744,172,187"
989,"322,662,719,720,237,154,612,1241,767,48,1196,961,586,561,1284,175,1452,1451,618,160","322,662,719,720,237,612,767,154,1241,48,1196,961,586,175,561,1284,200,618,1451,663"
990,"69,542,133,238,161,59,513,146,265,39,156,185,407,244,534,318,65,377,5,172","69,542,133,161,59,146,238,265,513,156,39,185,407,65,1146,377,534,172,244,260"
991,"10,106,175,42,1,382,48,662,670,200,24,207,46,429,85,694,322,117,634,23","10,106,175,42,1,382,48,46,662,694,24,207,670,117,429,200,322,85,393,634"
992,"4,436,506,89,832,373,316,532,445,306,382,284,2154,418,110,501,135,455,51,56","4,436,506,532,832,316,306,373,89,382,445,284,51,135,455,2154,418,518,501,28"
993,"39,185,407,135,500,734,51,247,49,44,534,5,316,318,306,129,52,260,98,114","39,185,734,247,49,407,135,500,51,44,129,98,318,133,534,114,316,260,5,52"
994,"93,133,49,247,61,39,105,69,6,190,210,734,744,278,129,27,24,23,715,219","133,69,93,49,61,247,39,278,734,105,190,210,744,6,715,129,219,23,63,27"
995,"382,165,28,438,506,172,397,815,284,34,177,40,418,281,21,41,90,691,568,401","382,28,165,438,397,172,506,815,34,284,418,177,40,691,41,21,281,568,90,401"
996,"214,6,670,435,157,140,168,1110,513,219,749,117,756,1076,703,844,238,714,741,1059","214,6,670,435,157,168,140,1110,219,117,756,513,749,703,1076,714,238,741,844,16"
997,"39,105,135,93,284,190,24,245,185,52,65,274,6,5,23,61,128,27,247,51","39,135,105,93,284,24,190,245,52,6,65,185,274,5,23,128,27,247,61,152"
998,"306,525,510,500,318,86,39,44,260,382,257,455,28,471,530,501,351,516,1,796","306,525,510,318,500,86,39,44,455,382,260,28,257,471,501,530,351,516,1,796"
999,"265,111,844,206,187,94,1146,529,123,490,218,215,73,917,114,715,84,60,252,906","265,111,844,206,187,94,1146,529,123,490,218,215,73,917,114,715,84,60,906,252"
1000,"61,190,27,6,23,744,278,49,663,161,219,97,587,274,647,85,129,247,1019,734","61,190,27,6,23,744,278,49,663,161,219,97,587,129,247,274,85,647,734,10"
1001,"455,502,877,179,70,232,509,353,863,516,284,28,264,2092,268,1158,2238,464,882,867","455,502,232,877,353,516,179,70,509,863,264,284,2092,28,1158,268,867,507,2238,882"
1002,"168,260,24,129,247,284,86,28,530,506,117,382,93,172,157,318,1,316,152,670","168,260,24,129,247,284,86,530,506,28,382,117,93,172,318,316,1,157,471,337"
1003,"52,247,85,128,23,6,245,27,135,274,93,39,117,260,185,421,98,207,10,114","52,247,85,128,6,23,245,27,135,117,93,274,39,260,421,185,10,98,382,41"
1004,"739,809,20,1019,218,87,763,607,1342,27,84,592,85,793,604,703,930,146,684,755","739,809,20,1019,218,87,763,1342,27,607,84,592,703,604,85,793,930,684,146,755"
1005,"125,23,65,49,52,129,93,41,1,207,114,27,133,190,168,245,16,744,421,260","125,23,65,49,52,129,93,41,1,207,114,27,133,190,168,245,16,744,260,61"
1006,"513,407,323,433,734,278,156,61,1713,377,63,87,133,252,161,98,652,539,95,861","513,407,734,278,318,1713,323,61,791,861,377,133,98,264,350,39,789,114,652,353"
1007,"643,756,20,14,8,178,742,184,757,169,712,677,386,601,798,425,636,1299,85,1211","643,20,756,14,8,742,178,169,184,712,386,677,425,601,757,85,798,6,636,1299"
1008,"536,51,16,316,85,532,219,135,500,5,6,8,23,30,382,117,353,169,767,45","536,16,51,316,85,219,135,532,5,8,500,6,23,382,30,117,169,353,767,45"
1009,"51,5,353,940,518,500,734,1524,789,1692,542,924,863,238,232,350,881,552,1713,867","51,5,518,940,353,1524,1692,500,924,881,734,552,863,542,789,350,1713,882,232,1847"
1010,"1420,1968,837,716,317,1082,180,291,1276,181,132,165,1275,669,1205,203,1231,92,689,889","1420,1968,837,716,317,1082,180,291,1276,181,1275,165,132,669,1205,92,203,1231,889,689"
1011,"219,734,278,274,61,23,114,6,190,98,210,128,133,744,51,218,5,41,715,16","219,274,734,23,6,114,278,61,51,128,190,41,98,105,5,133,85,16,210,93"
1012,"10,46,154,208,609,42,27,382,124,610,415,172,106,41,6,694,23,3,720,28","10,46,208,42,154,124,27,172,609,382,41,6,106,23,28,20,415,610,694,128"
1013,"8,16,207,14,85,184,176,382,117,41,393,135,274,798,536,767,6,23,757,1299","8,16,207,14,85,184,176,382,117,41,274,798,393,135,536,6,767,23,757,1299"
1014,"45,65,218,98,114,133,190,187,210,214,63,93,278,27,211,744,152,435,644,663","45,65,114,218,98,190,133,93,27,278,187,210,214,63,744,152,211,435,663,644"
1015,"42,800,309,717,220,53,1353,2634,1559,912,1024,1426,455,1534,2824,825,2012,258,1183,48","42,800,717,53,309,220,1353,2634,1024,912,1559,1426,1534,455,2824,825,2012,1183,48,258"
1016,"28,438,165,284,382,86,117,177,4,505,1529,245,471,129,41,327,90,110,260,157","28,438,165,284,382,86,117,177,245,4,505,129,41,471,1529,260,327,157,90,93"
1017,"759,1242,27,592,755,1015,125,10,65,644,677,539,559,647,623,1271,61,768,583,323","759,1242,27,592,755,1015,125,10,677,65,644,539,559,647,623,61,768,1271,583,323"
1018,"715,79,152,63,712,644,6,161,58,247,663,52,59,756,529,749,24,157,97,156","715,79,63,152,712,644,6,161,663,247,58,59,529,52,749,756,97,156,24,157"
1019,"862,1356,1546,624,76,136,774,714,951,1988,1575,677,2504,2269,1663,1331,1634,564,1584,1500","862,1356,1546,76,624,774,136,951,714,1988,1575,2504,2269,1634,1663,1630,677,1934,1331,1584"
1020,"59,161,63,79,152,897,69,114,542,529,87,539,91,134,407,238,211,377,323,218","59,161,63,79,152,897,529,91,114,87,134,211,69,542,539,1059,606,218,126,252"
1021,"560,322,662,237,48,1,612,1241,720,547,663,154,771,171,830,744,840,97,1093,247","560,322,662,1,237,48,612,1241,547,663,720,154,771,744,830,171,247,68,97,24"
1022,"306,525,506,86,445,455,281,500,28,185,39,257,44,168,105,69,382,909,532,520","306,525,445,506,86,455,28,281,500,257,909,39,185,520,69,44,168,382,532,105"
1023,"10,322,1,154,339,662,612,219,207,27,670,175,382,85,135,610,744,1159,24,97","10,322,1,154,339,612,662,219,207,27,670,175,382,85,744,610,135,97,1159,23"
1024,"10,1,106,382,42,24,322,168,662,670,48,27,52,129,247,105,28,506,128,172","1,106,10,42,24,382,168,670,52,322,662,129,48,247,245,27,105,506,435,128"
1025,"734,5,238,51,542,185,244,39,532,513,316,500,4,407,41,190,135,114,133,93","734,5,238,542,244,51,185,513,532,39,316,500,4,407,41,190,114,264,135,133"
1026,"322,1233,44,630,487,1254,662,1284,421,547,796,416,767,1106,501,612,500,1,525,267","322,1233,44,487,630,662,421,1254,767,1,547,796,612,500,1284,435,532,416,525,1106"
1027,"39,135,185,247,382,52,51,49,69,41,117,1,5,172,274,65,316,260,734,114","39,135,185,247,52,49,382,69,51,41,117,1,172,274,260,65,5,114,6,45"
1028,"175,630,48,106,487,1254,560,1107,767,339,717,110,237,796,1159,24,1241,946,1099,670","175,48,630,106,487,560,1254,1107,767,339,717,110,796,237,24,946,1159,1099,42,1241"
1029,"51,382,117,536,5,176,742,27,185,34,1,734,601,172,421,798,332,30,24,670","51,382,536,5,117,176,742,185,27,34,601,734,30,421,1,332,798,172,540,24"
1030,"161,211,120,215,606,151,134,206,844,91,897,1042,1146,98,278,320,167,645,892,703","161,215,211,206,606,120,151,134,844,91,1042,897,1146,98,278,320,714,645,703,167"
1031,"161,156,433,715,152,776,87,214,140,897,1229,1076,1146,121,1110,714,111,434,167,631","161,156,433,715,776,152,87,214,140,897,1229,1076,1146,121,714,1110,167,111,631,434"
1032,"39,105,24,129,4,247,245,306,117,316,49,93,86,318,260,274,525,6,133,510","39,105,24,129,316,245,247,4,306,117,49,318,93,260,86,274,525,510,516,6"
1033,"741,278,1015,513,468,252,156,776,529,295,652,323,469,120,99,556,620,215,734,289","741,278,1015,513,252,468,156,776,529,295,323,652,734,469,791,289,120,99,377,556"
1034,"10,727,3,610,46,415,200,840,237,339,9,1196,1532,391,116,219,175,167,613,670","10,727,610,200,46,3,339,415,840,237,9,219,1196,670,6,391,1532,749,175,435"
1035,"260,245,52,157,247,1107,195,435,152,39,337,327,40,79,86,106,800,505,384,28","260,245,52,247,157,1107,195,435,152,337,39,327,40,79,86,106,800,505,211,384"
1036,"435,421,24,85,744,767,663,487,612,125,106,168,23,27,6,662,200,65,560,49","435,421,85,24,744,663,767,125,612,27,23,487,106,168,6,65,200,210,49,662"
1037,"350,1713,238,920,70,861,353,950,179,502,1158,789,232,388,517,877,867,288,838,268","350,1713,920,70,179,1158,517,861,950,502,388,268,909,232,873,238,877,733,1936,353"
1038,"322,247,506,52,175,662,106,68,154,245,260,10,435,487,185,281,42,284,110,28","322,247,52,175,506,106,154,662,245,68,10,435,260,42,487,185,281,284,28,110"
1039,"532,500,832,525,789,318,518,264,316,520,940,232,733,5,436,516,244,69,51,306","532,832,500,940,518,520,789,525,264,5,318,436,232,1524,316,51,863,733,69,244"
1040,"129,165,382,41,146,49,76,281,643,27,190,383,133,176,535,142,106,506,538,114","129,165,382,146,41,49,76,281,643,27,383,142,176,190,535,506,133,106,538,337"
1041,"560,662,322,630,487,767,421,237,719,598,1,435,1467,171,1546,200,112,771,830,547","560,662,322,630,487,767,237,421,719,171,598,1467,1,435,1546,112,830,1457,102,771"
1042,"742,738,604,623,739,647,677,219,587,278,610,208,865,645,644,597,34,642,749,841","742,738,208,604,610,34,219,623,11,609,597,677,739,46,9,647,587,581,1047,278"
1043,"1,322,247,421,24,185,670,129,168,767,135,487,39,85,382,435,662,316,506,10","1,247,24,322,185,421,670,129,168,135,39,767,85,487,382,316,435,10,506,274"
1044,"1467,756,178,634,200,204,176,97,601,798,663,20,566,771,643,598,612,386,757,1","1467,178,756,176,204,634,200,601,97,798,663,20,643,771,566,757,612,1,598,58"
1045,"353,789,1182,5,232,882,4,165,291,333,881,34,867,336,522,406,516,1195,733,1201","353,789,5,1182,232,882,4,291,165,881,34,333,867,406,516,336,244,522,1195,733"
1046,"187,65,219,45,161,6,529,27,278,125,23,41,133,218,98,644,59,34,93,51","187,65,278,45,219,161,6,125,218,133,27,98,23,529,715,644,41,93,210,274"
1047,"114,161,513,87,715,59,219,210,49,152,187,274,6,5,214,41,134,252,79,215","161,513,114,87,715,59,219,210,152,49,187,274,5,6,214,252,134,41,215,79"
1048,"105,506,260,39,129,382,306,281,284,500,117,318,510,670,4,525,69,93,28,172","105,260,506,39,129,382,306,281,500,284,117,318,510,670,525,4,69,93,86,436"
1049,"98,114,278,93,161,218,65,152,45,377,49,715,125,69,128,433,210,39,238,79","98,114,278,93,218,65,161,45,377,49,69,152,125,715,128,238,210,39,433,513"
1050,"522,180,464,70,863,542,243,455,509,531,1432,502,1596,5,523,906,465,788,2848,874","522,180,464,70,542,863,243,455,509,531,1432,502,5,1596,906,523,80,874,788,465"
1051,"522,180,816,1178,447,619,867,351,669,1852,1596,668,245,811,704,1195,910,882,1849,742","522,180,1178,816,447,619,867,351,669,1852,1596,668,811,704,245,1195,882,910,1849,742"
1052,"339,175,630,1,487,1254,106,171,237,1349,612,719,598,435,1530,670,796,112,618,771","339,175,630,487,1,1254,171,106,1349,237,612,598,719,1530,435,112,796,618,670,771"
